TNFRSF10C,SORBS1,,,STK4,,,,,DYNC2H1,CDK17,,,,CYP27C1,IFI35,DCHS2,,CD70,CD70,TFF2,SLCO4A1,SOCS2,TIMP3,GATA6,DDB2,CUL4B,CENPH,,,,,,CUL4B,,FANCL,KBTBD3,,,,,,,,,,,,,MAP3K8,,NINJ1,,PLAT,PLAT,PLAT
TNFRSF10D,SOX10,,,SUFU,,,,,ECSIT,CDK19,,,,DAB2IP,IFI6,DCLK2,,CD8A,CD8A,TMEM176A,SRPX2,SOX2,TMEM51,GATAD2B,DEK,HYPM,CENPI,,,,,,CUL5,,FBXL12,KLHL40,,,,,,,,,,,,,NUP93,,NR4A1,,NR1D1,NR1D1,NR1D1
TNFSF10,SPP1,,,T,,,,,EDNRB,CDK2AP1,,,,DAP3,IFIT1,DDAH1,,CD99,CDC7,TMEM176B,STC2,SPAG16,TNFAIP6,GLI1,DMAP1,CXXC1,CENPK,,,,,,CUL7,,FBXL14,KBTBD6,,,,,,,,,,,,,IL7R,,NR4A2,,TTYH2,TTYH2,TTYH2
TYROBP,SST,,,TCF7,,,,,EFEMP2,CDK5R1,,,,DCBLD2,IFIT2,DGKG,,CDC20B,CDH23,TNNT1,STX1A,SPINT1,TNFRSF8,GLI2,DNAJC2,DAPK3,CENPL,,,,,,CUL9,,FBXL15,KBTBD7,,,,,,,,,,,,,PTPRE,,NR4A3,,STXBP1,STXBP1,STXBP1
ULBP1,ST18,,,TCTN1,,,,,EIF1AX,CDKN1A,,,,DCHS1,IFIT3,DGKI,,CDH11,CDH7,TNP1,TAGLN,SPINT2,TNFRSF9,GLI3,DNMT1,DAXX,CENPM,,,,,,CYLD,,FBXL2,KBTBD8,,,,,,,,,,,,,IFI27,,OLR1,,PEG10,PEG10,PEG10
ULBP2,ST7,,,TMED2,,,,,EIF1B,CEBPD,,,,DCXR,IFT46,DHH,,CDH13,CDK5R2,TP63,TAP1,SSPN,TNFSF9,GMNC,DNMT3A,DDB1,CENPN,,,,,,DCAF10,,FBXL21P,KCTD10,,,,,,,,,,,,,SNN,,PANX1,,CAPS,CAPS,CAPS
ULBP3,STMN2,,,TMEM107,,,,,EIF2B5,CELF2,,,,DDX6,IL1RAP,DIO3,,CDH23,CDKN2C,TRAF3IP2,TEK,STON1,TNIP3,GPER1,DOT1L,DDB2,CENPO,,,,,,DCAF11,,FBXL22,KCTD13,,,,,,,,,,,,,NR4A2,,PDE4B,,FTH1,FTH1,FTH1
VAV1,STMN4,,,TRAF3IP1,,,,,EIF2D,CELSR1,,,,DHX9,IL32,DKK1,,CDH6,CDT1,TRAPPC6A,TGFB2,TCEA2,TRIB3,GRHL1,DPF3,DEK,CENPP,,,,,,DCAF12,,FBXL3,KCTD17,,,,,,,,,,,,,SPPL2A,,PDLIM5,,PYGB,PYGB,PYGB
VAV2,STRA6,,,TRAF6,,,,,EIF3G,CERS2,,,,DIDO1,IL7R,DKK2,,CDH7,CDX2,TRIM2,TIE1,TCEAL2,TRIO,GRHL2,DPPA3,DMAP1,CENPQ,,,,,,DCAF13,,FBXL4,KEAP1,,,,,,,,,,,,,RHOG,,PER1,,MLPH,MLPH,MLPH
VAV3,TAGLN3,,,TRIM71,,,,,EIF3L,CERS6,,,,DKK2,INSIG1,DLL4,,CDK16,CEBPD,TRPS1,TIMP3,TMEM176A,TUFT1,GRHL3,DPY30,DNAJC2,CENPT,,,,,,DCAF15,,FBXL5,KLHL42,,,,,,,,,,,,,SAT1,,PFKFB3,,PLEKHM2,PLEKHM2,PLEKHM2
ZAP70,TFAP2A,,,TSC1,,,,,EIF4A2,CHCHD7,,,,DKK3,INSIG2,DLX1,,CDK5R2,CENPL,TSPAN1,TMEM51,TMEM176B,VEGFA,GTF2H1,DR1,DNMT1,CENPV,,,,,,DCAF16,,FBXL6,KLHDC7A,,,,,,,,,,,,,SLC7A1,,PHLDA1,,FDXR,FDXR,FDXR
,TFAP2B,,,TSC2,,,,,EIF4B,CHD3,,,,DLG4,IREB2,DLX2,,CDKN2C,CFTR,TSPO,TMEM62,TMOD1,VEGFC,H1F0,DTX3L,DNMT3A,CENPW,,,,,,DCAF17,,FBXL7,KLHDC7B,,,,,,,,,,,,,IL6,,PHLDA2,,PLXNB2,PLXNB2,PLXNB2
,TGFBI,,,TULP3,,,,,EIF4G1,CHD7,,,,DLGAP4,IRF9,DLX3,,CDX2,CGB7,TTC33,TNFAIP6,TRIM2,VLDLR,H1FOO,DYDC1,DOT1L,CEP55,,,,,,DCAF4,,FBXL8,KLHDC8A,,,,,,,,,,,,,IL15,,PLAU,,TNFSF9,TNFSF9,TNFSF9
,TMEM204,,,TWIST1,,,,,EMCN,CHST3,,,,DLX5,ISL1,DLX4,,CDX4,CGB8,VAV3,TNFRSF8,TSFM,VNN1,H2AFY,DYDC2,DPF3,CEP57,,,,,,DCAF5,,FBXO10,KLHL1,,,,,,,,,,,,,RAF1,,PLAUR,,RP11-226L15.5,RP11-226L15.5,RP11-226L15.5
,TNNC2,,,VANGL2,,,,,ENPP2,CIAO1,,,,DNAJC7,FAM234A,DMRT1,,CEBPD,CH25H,WDR25,TNFRSF9,TSPAN1,WEE1,H2AFY2,EED,DPPA3,CEP57L1,,,,,,DCAF6,,FBXO11,KLHL10,,,,,,,,,,,,,CCL20,,PLEK,,FTH1P20,FTH1P20,FTH1P20
,TRIL,,,VASP,,,,,ENTPD1,CITED1,,,,DNER,ITGA1,DMRT2,,CELF3,CHN2,WFDC2,TNFSF9,TTC33,WNT5B,H2AFZ,EHMT1,DPY30,CETN2,,,,,,DCAF7,,FBH1,KLHL12,,,,,,,,,,,,,ACVR1B,,PLK2,,C1orf56,C1orf56,C1orf56
,TRIM62,,,WDR19,,,,,ENTPD6,CKS2,,,,DNMT1,IVD,DMRT3,,CFTR,CHODL,WNT16,TRIO,UBE2L6,ZC3H12A,H3F3A,EHMT2,DR1,CHAF1A,,,,,,DCAF8,,FBXO2,KLHL13,,,,,,,,,,,,,BIRC2,,PMEPA1,,TXNRD1,TXNRD1,TXNRD1
,XIST,,,WNT1,,,,,EPM2A,CLEC2B,,,,DOCK6,JKAMP,DNAJC22,,CGB7,CHRD,ZNF423,VANGL1,UNC5C,ZEB2,H3F3B,ELK4,DTX3L,CHAF1B,,,,,,DCUN1D1,,FBXO21,KLHL14,,,,,,,,,,,,,RBCK1,,PNRC1,,TMEM167B,TMEM167B,TMEM167B
,ZCCHC24,,,WNT3A,,,,,ERBB3,CLIC4,,,,DSP,KATNAL1,DOK6,,CGB8,CHRDL2,,VEGFC,VAV3,ZNF639,H3F3C,ELP3,DYDC1,CHAMP1,,,,,,DCUN1D2,,FBXO22,KLHL15,,,,,,,,,,,,,LAP3,,PPAP2B,,STX4,STX4,STX4
,ZEB2,,,WNT5A,,,,,ERC1,CLINT1,,,,DUS3L,KLHDC10,DPF3,,CH25H,CHST8,,VLDLR,WFDC2,,HCFC1,ELP4,DYDC2,CHD1,,,,,,DCUN1D3,,FBXO24,KLHL17,,,,,,,,,,,,,ID2,,PPP1R15A,,ADGRE5,ADGRE5,ADGRE5
,,,,ZEB2,,,,,ERP29,CLIP1,,,,DUSP26,KLHL12,DPY19L2,,CHODL,CIDEA,,VNN1,ZNF423,,HDAC1,ENY2,EED,CHD1L,,,,,,DCUN1D4,,FBXO25,KLHL18,,,,,,,,,,,,,TNFSF10,,PTGER4,,JOSD2,JOSD2,JOSD2
,,,,ZFP36L1,,,,,ETHE1,CNIH4,,,,DUSP6,KLHL18,DPY19L2P2,,CHRD,CITED1,,CCN3,,,HDAC2,EP300,EHMT1,CHD2,,,,,,DCUN1D5,,FBXO3,KLHL2,,,,,,,,,,,,,SIK1,,PTGS2,,BHLHE41,BHLHE41,BHLHE41
,,,,ZNF358,,,,,ETV1,CNOT4,,,,E2F3,KLHL24,DRD5,,CHRDL2,CLCN5,,RPL10,,,HDAC3,EP400,EHMT2,CHD3,,,,,,DDB1,,FBXO30,KLHL20,,,,,,,,,,,,,BST2,,PTPRE,,TP53INP2,TP53INP2,TP53INP2
,,,,,,,,,ETV5,COL18A1,,,,ECM1,KLHL28,DSC3,,CHRNA3,CLEC14A,,,,,HDAC4,EPC1,ELK4,CHD4,,,,,,DDB2,,FBXO31,KLHL21,,,,,,,,,,,,,PANX1,,PTX3,,FSTL3,FSTL3,FSTL3
,,,,,,,,,FAHD2A,COL1A2,,,,EDIL3,KPNA5,DSCAML1,,CHST8,CLIC5,,,,,HDAC5,EPC2,ELP3,CHD5,,,,,,DDRGK1,,FBXO32,KLHL22,,,,,,,,,,,,,GADD45A,,RCAN1,,TMBIM1,TMBIM1,TMBIM1
,,,,,,,,,FAM129A,COL4A1,,,,EFHD1,KPNA6,DUOX1,,CIDEA,CLIP4,,,,,HDAC7,ESR1,ELP4,CHD6,,,,,,DTL,,FBXO33,KLHL23,,,,,,,,,,,,,PML,,REL,,PMAIP1,PMAIP1,PMAIP1
,,,,,,,,,FAM184A,COL6A1,,,,EFNB1,LANCL1,DUOX2,,CITED1,CLSTN2,,,,,HDGFL2,EYA1,ENY2,CHD7,,,,,,DTX1,,FBXO4,KLHL24,,,,,,,,,,,,,CD40,,RELA,,PLPP6,PLPP6,PLPP6
,,,,,,,,,FAM3C,COMT,,,,EIF2B4,LCP1,DUOXA1,,CLCN5,CMTM2,,,,,HES5,EYA2,EP300,CHD8,,,,,,DTX2,,FBXO40,KLHL25,,,,,,,,,,,,,TRIM21,,RELB,,TSPAN31,TSPAN31,TSPAN31
,,,,,,,,,FAM86B1,COPS5,,,,AGO2,LIN7C,DUOXA2,,CLEC14A,CNNM1,,,,,HESX1,EYA3,EP400,CHD9,,,,,,DTX3,,FBXO43,KLHL26,,,,,,,,,,,,,SECTM1,,RHOB,,DNASE1L1,DNASE1L1,DNASE1L1
,,,,,,,,,FARS2,COPS8,,,,EIF4A3,LIPH,DUSP4,,CLEC4G,CNNM2,,,,,HHEX,EYA4,EPC1,CHEK1,,,,,,DTX3L,,FBXO45,KLHL28,,,,,,,,,,,,,SSPN,,RIPK2,,ZNFX1,ZNFX1,ZNFX1
,,,,,,,,,FBL,COQ2,,,,EIF4E2,LIPI,ECEL1,,CLIC6,CNRIP1,,,,,HINFP,EZH1,EPC2,CHMP1A,,,,,,DTX4,,FBXO6,KLHL29,,,,,,,,,,,,,TXNIP,,RNF19B,,EFNA1,EFNA1,EFNA1
,,,,,,,,,FDFT1,COTL1,,,,EIF4E3,LPP,EFNA1,,CLSTN2,CNTFR,,,,,HIST1H1A,EZH2,ESR1,CHMP1B,,,,,,DZIP3,,FBXO7,KLHL3,,,,,,,,,,,,,BTG1,,SAT1,,SPON2,SPON2,SPON2
,,,,,,,,,FHL2,COX6C,,,,ELN,LRIG3,EFNA3,,CMTM2,COCH,,,,,HIST1H1B,ABRAXAS1,EYA1,CHMP2A,,,,,,E4F1,,FBXO9,KLHL30,,,,,,,,,,,,,AREG,,SDC4,,LZTS1,LZTS1,LZTS1
,,,,,,,,,FSTL3,CPNE3,,,,EML3,LRP1B,EGFL6,,CNNM1,COL12A1,,,,,HIST1H1C,FBL,EYA2,CHMP2B,,,,,,EGR2,,FBXW11,KLHL31,,,,,,,,,,,,,KYNU,,SERPINB2,,LDOC1,LDOC1,LDOC1
,,,,,,,,,FXR1,CPSF1,,,,EMP2,LRRC37A,EGR3,,CNRIP1,COL19A1,,,,,HIST1H1D,FBLL1,EYA3,CHMP3,,,,,,EID3,,FBXW2,KLHL32,,,,,,,,,,,,,PTGS2,,SERPINB8,,FCHSD1,FCHSD1,FCHSD1
,,,,,,,,,FYCO1,CREM,,,,SELENOI,M6PR,EGR4,,CNTFR,COL24A1,,,,,HIST1H1E,FOXA1,EYA4,CHMP4A,,,,,,EIF3F,,FBXW5,KLHL33,,,,,,,,,,,,,IRS2,,SERPINE1,,DPP3,DPP3,DPP3
,,,,,,,,,FYN,CSPG4,,,,EYA2,MAPK6,ELMOD1,,COCH,COL25A1,,,,,HMGA1,FOXA2,EZH1,CHMP4B,,,,,,ENC1,,FBXW7,KLHL34,,,,,,,,,,,,,C3AR1,,SGK1,,SLC16A6,SLC16A6,SLC16A6
,,,,,,,,,FZD6,CSPP1,,,,F2R,MED16,EN1,,COL24A1,COL27A1,,,,,HMGA2,FOXA3,EZH2,CHMP4C,,,,,,ENY2,,FBXW8,KLHL36,,,,,,,,,,,,,STAT4,,SIK1,,FTH1P10,FTH1P10,FTH1P10
,,,,,,,,,GABARAPL1,CTPS1,,,,FAM110A,MFSD1,EN2,,COL25A1,COL2A1,,,,,HMGN1,FOXP3,ABRAXAS1,CHMP5,,,,,,ERCC8,,FEM1A,KLHL38,,,,,,,,,,,,,ATP2A2,,SLC16A6,,IL17RC,IL17RC,IL17RC
,,,,,,,,,GALC,CTSB,,,,TCAF2P1,MICU1,EOMES,,COL27A1,COL4A5,,,,,HMGN2,GATA3,FBL,CHMP6,,,,,,EYA1,,FEM1B,KLHL4,,,,,,,,,,,,,BIRC3,,SLC2A3,,VPS39,VPS39,VPS39
,,,,,,,,,GAPDHS,CTSC,,,,FAM135A,MIF4GD,EPAS1,,COL2A1,COL4A6,,,,,HMGN3,GATAD2B,FBLL1,CHMP7,,,,,,OTULIN,,FEM1C,KLHL5,,,,,,,,,,,,,MAP2K3,,SLC2A6,,RANBP6,RANBP6,RANBP6
,,,,,,,,,GAS1,CTSH,,,,EMC9,MIS18A,EPB41L4A,,COL4A5,COL9A2,,,,,HMGN4,GFI1B,FOXA1,CHRAC1,,,,,,ABRAXAS2,,FZR1,KLHL7,,,,,,,,,,,,,CXCL1,,SMAD3,,YWHAZP2,YWHAZP2,YWHAZP2
,,,,,,,,,GCA,CTSK,,,,SHLD2,MLC1,EPHA5,,COL4A6,COLEC12,,,,,HMGN5,HASPIN,FOXA2,CKAP5,,,,,,FAM76A,,G2E3,KLHL8,,,,,,,,,,,,,NFKBIA,,SNN,,ZNF669,ZNF669,ZNF669
,,,,,,,,,GLB1,CTSS,,,,FAM49A,MOCS2,EPHB1,,COL9A2,COMP,,,,,HNRNPC,GTF3C4,FOXA3,CLASP1,,,,,,FAM76B,,GAN,KLHL9,,,,,,,,,,,,,IFNAR1,,SOCS3,,C7orf25,C7orf25,C7orf25
,,,,,,,,,GLCE,CTTN,,,,FAM57A,MPV17,EPHB3,,COLEC12,CORO6,,,,,HNRNPD,H2AFY,FOXP3,CLASP2,,,,,,FANCF,,GMCL2,LMO7,,,,,,,,,,,,,MET,,SOD2,,ZNF436,ZNF436,ZNF436
,,,,,,,,,GLUL,CUX1,,,,FAM83D,MR1,ERBB4,,COMMD3,CREG2,,,,,HOXC13,H2AFY2,GATA1,CLIP1,,,,,,FANCL,,HACE1,MAD2L2,,,,,,,,,,,,,NR4A1,,SPHK1,,ATF5,ATF5,ATF5
,,,,,,,,,GMDS,CXCR4,,,,FAM84B,MRGPRX3,ESAM,,COMP,CRHBP,,,,,HOXD10,HAT1,GATA3,CLOCK,,,,,,FBXL12,,HDAC6,6-Mar,,,,,,,,,,,,,CXCL2,,SPSB1,,FAM98C,FAM98C,FAM98C
,,,,,,,,,GMPR2,ACKR3,,,,FARP1,MTMR14,ESPN,,CORO6,CRHR1,,,,,HOXD13,HCFC1,GATAD2B,COPS2,,,,,,FBXL14,,HECTD1,MED1,,,,,,,,,,,,,EBI3,,SQSTM1,,YPEL5,YPEL5,YPEL5
,,,,,,,,,GMPS,CYC1,,,,FASN,MVP,ESX1,,CRABP1,CRLF1,,,,,HP1BP3,HDAC1,GFI1B,COPS3,,,,,,FBXL15,,HECTD2,MED10,,,,,,,,,,,,,CD83,,STAT5A,,APOL2,APOL2,APOL2
,,,,,,,,,GNAI1,CYP51A1,,,,FBN3,MYEF2,F2R,,CRHBP,CRTAC1,,,,,HSF1,HDAC10,HASPIN,COPS4,,,,,,FBXL2,,HECTD3,MED11,,,,,,,,,,,,,DNAJB4,,TANK,,CHPF2,CHPF2,CHPF2
,,,,,,,,,GNAS,DAP,,,,FGF13,N6AMT1,ALKAL1,,CRHR1,CRYBA2,,,,,IFT74,HDAC11,GTF3C4,COPS5,,,,,,FBXL21P,,HECW1,MED12,,,,,,,,,,,,,CASP7,,TAP1,,RRM2B,RRM2B,RRM2B
,,,,,,,,,GNB1,DAPK1,,,,FGFR4,NAGK,FAM163A,,CRIP1,CSMD1,,,,,ING2,HDAC2,H1F0,COPS6,,,,,,FBXL22,,HECW2,MED17,,,,,,,,,,,,,PHLDA1,,TGIF1,,SH3BGRL3,SH3BGRL3,SH3BGRL3
,,,,,,,,,GNG11,DCAF8,,,,FHL3,NECAP1,TAFA4,,CRLF1,CSMD3,,,,,ING5,HDAC3,H1FNT,COPS7A,,,,,,FBXL3,,HERC1,MED20,,,,,,,,,,,,,NLRC5,,TIPARP,,TMEM150A,TMEM150A,TMEM150A
,,,,,,,,,GOLGA4,DDX39A,,,,FN1,NEU1,FAM43B,,CRMP1,CSNK1E,,,,,INSM1,HDAC4,H1FOO,COPS7B,,,,,,FBXL4,,HERC2,MED21,,,,,,,,,,,,,IL1B,,TLR2,,RBMS1P1,RBMS1P1,RBMS1P1
,,,,,,,,,GORASP1,DDX60,,,,FRMD4A,NFKB2,BRINP2,,CRTAC1,CTCF,,,,,ISL1,HDAC5,H1FX,COPS8,,,,,,FBXL5,,HERC2P3,MED24,,,,,,,,,,,,,TRIM25,,TNC,,WDFY1,WDFY1,WDFY1
,,,,,,,,,GPD1L,DECR1,,,,FSD1,NFKBIZ,BRINP3,,CRYBA2,CCN2,,,,,JARID2,HDAC6,H2AFB1,CPA4,,,,,,FBXL6,,HERC3,MED27,,,,,,,,,,,,,IER5,,TNF,,FLYWCH1,FLYWCH1,FLYWCH1
,,,,,,,,,GPR153,DENND5A,,,,FTSJ1,NGLY1,FAM81A,,CSF1,CTNND2,,,,,JDP2,HDAC7,H2AFB2,CREBBP,,,,,,FBXL7,,HERC4,MED30,,,,,,,,,,,,,RNF213,,TNFAIP2,,FURIN,FURIN,FURIN
,,,,,,,,,GPR161,DERL1,,,,FXYD5,NHLRC2,FAM84A,,CSMD1,CTSD,,,,,KDM8,HDAC8,H2AFB3,CRTC2,,,,,,FBXL8,,HERC5,MED31,,,,,,,,,,,,,IL10,,TNFAIP3,,EPHX1,EPHX1,EPHX1
,,,,,,,,,GPR37,DGAT1,,,,FZD1,NIPAL3,FAM89A,,CSMD3,CUEDC1,,,,,AJUBA,HDAC9,H2AFJ,PET117,,,,,,FBXO10,,HERC6,MED7,,,,,,,,,,,,,NFAT5,,TNFAIP6,,STAT2,STAT2,STAT2
,,,,,,,,,GSTM1,DGCR2,,,,FZD5,NIT1,FBLN7,,CTNND2,CUL4A,,,,,JUN,HELLS,H2AFV,CTBP1,,,,,,FBXO11,,HLTF,MIB2,,,,,,,,,,,,,ADAR,,TNFAIP8,,G6PD,G6PD,G6PD
,,,,,,,,,GSTM2,DIAPH2,,,,GAL,NKIRAS2,FBN2,,CTPS2,CXCL12,,,,,KAT2A,HILS1,H2AFX,CTC1,,,,,,FBH1,,HUWE1,NEDD4,,,,,,,,,,,,,PNP,,TNFRSF9,,TAF7,TAF7,TAF7
,,,,,,,,,GSTM3,DLG5,,,,GALNT14,NOL4,FBP1,,CUZD1,CXCL14,,,,,KAT2B,HIPK4,H2AFY,CTCF,,,,,,FBXO2,,IPP,OS9,,,,,,,,,,,,,MMP14,,TNFSF9,,RNF103,RNF103,RNF103
,,,,,,,,,GSTP1,DLGAP5,,,,GDF11,NSRP1,FBXL8,,CWH43,CXCL16,,,,,KDM1A,HIRA,H2AFY2,CTCFL,,,,,,FBXO21,,ITCH,PRKN,,,,,,,,,,,,,ICAM4,,TNIP1,,ACADVL,ACADVL,ACADVL
,,,,,,,,,GTPBP8,DLST,,,,GDI2,OAS1,FBXO3,,CXCL1,CXORF58,,,,,KDM5A,HIST1H1C,H2AFZ,CTNNB1,,,,,,FBXO22,,KLHL41,PCGF2,,,,,,,,,,,,,PPAP2B,,TNIP2,,SRXN1,SRXN1,SRXN1
,,,,,,,,,GYG2,DMXL1,,,,GFRA1,OAS3,FEV,,CXCL14,CYP1B1,,,,,KDM6A,HIST1H1D,H2BFM,CTR9,,,,,,FBXO24,,KBTBD11,PCGF6,,,,,,,,,,,,,SDC4,,TRAF1,,MAP3K12,MAP3K12,MAP3K12
,,,,,,,,,GYPC,DNAJC10,,,,GLB1L2,OPTN,FEZ1,,CXCL16,CYP24A1,,,,,KDM6B,HIST1H1E,H2BFS,CUL3,,,,,,FBXO25,,KBTBD12,PHC1,,,,,,,,,,,,,ABCA1,,TRIB1,,NPC1,NPC1,NPC1
,,,,,,,,,H1FX,DNAJC13,,,,GLI3,OSBPL8,FEZF2,,CYFIP1,CYP26A1,,,,,PCLAF,HIST1H2BA,H2BFWT,CUL4A,,,,,,FBXO3,,KBTBD13,PHC2,,,,,,,,,,,,,DUSP2,,TRIP10,,EAF1,EAF1,EAF1
,,,,,,,,,H2AFZ,DNAJC2,,,,GLO1,OTUD4,FGF20,,CYP1B1,CYP26B1,,,,,KLHDC3,HIST1H4A,H3F3A,CUL4B,,,,,,FBXO30,,KBTBD2,PHC3,,,,,,,,,,,,,EIF2AK2,,TSC22D1,,SLFN5,SLFN5,SLFN5
,,,,,,,,,HADHA,DOCK4,,,,GNAZ,OXNAD1,FGF3,,CYP24A1,CYP26C1,,,,,L3MBTL1,HIST1H4B,H3F3B,HYPM,,,,,,FBXO31,,KBTBD3,PHOSPHO2-KLHL23,,,,,,,,,,,,,IER2,,TUBB2A,,,AHSA2,AHSA2
,,,,,,,,,HAUS4,DOCK9,,,,GNL2,PAAF1,FGF5,,CYP26A1,CYP27B1,,,,,LDB1,HIST1H4C,HAT1,CXXC1,,,,,,FBXO32,,KLHL40,PINK1,,,,,,,,,,,,,HERC6,,VEGFA,,,FTH1P8,FTH1P8
,,,,,,,,,HBB,DPY19L4,,,,GPN1,PAFAH2,FGF9,,CYP26B1,DACH1,,,,,LEF1,HIST1H4D,HCFC1,DAPK3,,,,,,FBXO33,,KBTBD6,PLRG1,,,,,,,,,,,,,BMP2,,YRDC,,,TAF13,TAF13
,,,,,,,,,HDAC9,DUSP14,,,,ADGRA2,PAG1,FIGLA,,CYP26C1,DACH2,,,,,LHX2,HIST1H4E,HDAC1,DAXX,,,,,,FBXO4,,KBTBD7,RAD18,,,,,,,,,,,,,IL7,,ZBTB10,,,RHOC,RHOC
,,,,,,,,,HEMK1,EBAG9,,,,GPR162,PAN2,FLI1,,CYP27B1,DARS2,,,,,,HIST1H4F,HDAC10,DCLRE1A,,,,,,FBXO40,,KBTBD8,RBCK1,,,,,,,,,,,,,ISG20,,ZC3H12A,,,ZNF561,ZNF561
,,,,,,,,,HFE,EFHC1,,,,GPRC5B,PANK1,,,CYP2J2,DCC,,,,,LOXL2,HIST1H4H,HDAC11,DCLRE1B,,,,,,FBXO43,,KCTD10,RBX1,,,,,,,,,,,,,GMPR,,ZFP36,,,TUBG2,TUBG2
,,,,,,,,,HIST1H1C,EFR3A,,,,GRP,PARM1,,,CYP4X1,DCHS2,,,,,LRWD1,HIST1H4I,HDAC2,DCLRE1C,,,,,,FBXO45,,KCTD11,RCHY1,,,,,,,,,,,,,PSEN1,,,,,UNC93B1,UNC93B1
,,,,,,,,,HIST1H2AC,EGR1,,,,GRPEL1,PBXIP1,,,DACH1,DCLK1,,,,,MBD1,HIST1H4J,HDAC3,DDB1,,,,,,FBXO6,,KCTD13,RING1,,,,,,,,,,,,,XAF1,,,,,LIG4,LIG4
,,,,,,,,,HLTF,EGR3,,,,GSC,PCMTD1,,,DACH2,DCLK2,,,,,MBD2,HIST1H4K,HDAC4,DDB2,,,,,,FBXO7,,KDM2B,RNF11,,,,,,,,,,,,,SERPINB8,,,,,POLL,POLL
,,,,,,,,,HNMT,AGO2,,,,GSN,PCMTD2,FLRT2,,DBX2,DDAH1,,,,,MBD3,HIST1H4L,HDAC5,DDX1,,,,,,FBXO9,,KEAP1,RNF14,,,,,,,,,,,,,MTHFD2,,,,,NUCB1,NUCB1
,,,,,,,,,HNRNPDL,EIF4E2,,,,GTF3A,PCYT1A,FOXA2,,DCC,DENND3,,,,,MBD5,HIST2H4A,HDAC6,DDX11,,,,,,FBXW11,,AREL1,RNF144A,,,,,,,,,,,,,EREG,,,,,FAM91A3P,FAM91A3P
,,,,,,,,,HRASLS,EIF4G3,,,,HDAC7,PDE1A,FOXB1,,DCHS2,GSDME,,,,,MBD6,HIST2H4B,HDAC7,DDX12P,,,,,,FBXW2,,UVSSA,RNF144B,,,,,,,,,,,,,TNFAIP3,,,,,FAM83H,FAM83H
,,,,,,,,,HSD17B8,ELOVL6,,,,HIP1,PEX16,FOXD2,,DCLK2,DGKG,,,,,MCM5,HIST4H4,HDAC8,DDX3X,,,,,,FBXW5,,KLHL42,RNF168,,,,,,,,,,,,,TMEM140,,,,,GMPPA,GMPPA
,,,,,,,,,HSP90AB1,EML3,,,,HIPK3,PGM2L1,FOXD3,,DDAH1,DGKI,,,,,MCMBP,HJURP,HDAC9,DEK,,,,,,FBXW7,,KLHDC7A,RNF19A,,,,,,,,,,,,,KDM6B,,,,,JUNB,JUNB
,,,,,,,,,HSPA2,EMP1,,,,HIST1H4B,PHKB,FOXD4L1,,DGCR6,DHH,,,,,MECP2,HLCS,HELLS,DFFB,,,,,,FBXW8,,KLHDC7B,RNF19B,,,,,,,,,,,,,CXCL11,,,,,BEST1,BEST1
,,,,,,,,,HSPD1,EMP3,,,,HIST1H4L,PIGO,FOXD4L3,,DGKG,DHRS13,,,,,MED1,HLTF,HILS1,DHX9,,,,,,FEM1A,,KLHDC8A,RNF2,,,,,,,,,,,,,CASP1,,,,,TRIB2,TRIB2
,,,,,,,,,HYAL2,ENOSF1,,,,HK2,PIGS,FOXD4L4,,DGKI,DIO3,,,,,MED12,HMG20A,HIPK4,DIS3L2,,,,,,FEM1B,,KLHL1,RNF20,,,,,,,,,,,,,CYR61,,,,,ZFYVE16,ZFYVE16
,,,,,,,,,ID2,ENY2,,,,HMGA1,PIK3CB,FOXE1,,DHH,DKK1,,,,,MEF2A,HMG20B,HIRA,DKC1,,,,,,FEM1C,,KLHL10,RNF217,,,,,,,,,,,,,IRF9,,,,,CCDC78,CCDC78
,,,,,,,,,ID4,ETS2,,,,HMGB2,PIP4K2C,FOXF1,,DIO3,DKK2,,,,,MEF2C,HMGA1,HIRIP3,DLGAP5,,,,,,FZR1,,KLHL12,RNF222,,,,,,,,,,,,,GBP2,,,,,ATG2A,ATG2A
,,,,,,,,,IFT57,EXOSC4,,,,HNRNPD,PITX2,FOXG1,,DKK1,DLGAP5,,,,,MEIS1,HMGA2,HIST1H1A,DMAP1,,,,,,G2E3,,KLHL13,RNF31,,,,,,,,,,,,,ADM,,,,,CTD-3065J16.9,CTD-3065J16.9
,,,,,,,,,IL11RA,EXOSC8,,,,HNRNPUL1,PLEKHA1,FOXJ1,,DKK2,DLK1,,,,,MEIS3,HMGN3,HIST1H1B,DMC1,,,,,,GAN,,KLHL14,RNF4,,,,,,,,,,,,,TRIP10,,,,,MTX3,MTX3
,,,,,,,,,IL12RB2,EXT1,,,,HOXC11,PLSCR4,FOXL1,,DLC1,DLL4,,,,,MEN1,HMGN5,HIST1H1C,DNA2,,,,,,GMCL2,,KLHL15,RNF40,,,,,,,,,,,,,PTGER2,,,,,SMIM10L1,SMIM10L1
,,,,,,,,,IMPDH2,FABP3,,,,HOXC9,PPCS,FOXL2,,DLL4,DLX1,,,,,MEOX1,HNRNPC,HIST1H1D,DNAJC2,,,,,,GPS1,,KLHL17,RNF7,,,,,,,,,,,,,METTL7B,,,,,PPP1R11,PPP1R11
